text,label
நான் பொண்ணுனா கெட்டவார்த்தை பேசமாட்டேனு நெனச்சியடா புண்ட அவன் உங்க அம்மா கு 10 புருஷன்,Non-Hate-Speech
திருநங்கைகள் அவர்கள் பெற்றோர்கள் தான்  அவர்களை தெய்வங்கலா ஆக்கவேண்டும் அவர்கள்,Non-Hate-Speech
அவர்கள் மனதை காயப்படுத்தாமல் இருந்தாலே போதுமானது....🙏,Non-Hate-Speech
அந்த அக்காவுக்கு நல்ல மனசு,Non-Hate-Speech
அடடா அவளா... இவள். ...,Hate-Speech
அவங்களும் மனுஷன்தான் இல்லனு யார் சொன்னா. இயற்கைக்கு மாறான உணர்வு பாவம்.,Hate-Speech
நீங்கள்  எங்களுடைய    அம்மை அப்பன்   அர்த்தநாரீஸ்வரர்  உங்களுடை   பதிவு  அருமை,Non-Hate-Speech
சிலபேர் தவறு செய்வதற்காக எல்லா திருநங்கைகளும் குறை சொல்வது தவறு,Non-Hate-Speech
நாட்டில் அவரவர் இஸ்டத்திற்க்கு  வாழ நினைத்தால் சட்டம் ஒழுங்கு குடும்ப அமைப்பு எதற்க்கு? அப்படி பார்த்தால் கொலை செய்பவன் திருடன் எல்லாமே அவர்களுக்கு சரியே அவர்களையும் விட்டுவிடவேன்டியது தானே. உலக நாடுகளுடன் ஒப்பிட எவ்வளவோ விழயங்கள் இருக்கு!!யோசிங்கள் அழிந்து விடாதீர்கள்!,Hate-Speech
"சிறந்த முயற்சி. இதே கிராமப்புறங்களில் இருக்கக்கூடிய பெற்றோர்கள் இதனை எவ்விதம் எடுத்துக்கொள்வர் ,புரிந்துக்கொள்வர் என்ற வினா என்னுள் எழுந்தது.",Non-Hate-Speech
selvam sungkai துரை ஹாப்பியாக இருங்கள் மனதை ஆரோக்கியமாக வைத்திருங்கள்,Non-Hate-Speech
மகிழ்வன் சமுதாயத்தில் ஒரு சகாப்தம் ❤️🏳️‍🌈,Non-Hate-Speech
நீங்க ரொம்ப ரொம்ப அழகா லக்க்ஷணமா இருக்கிங்க அம்மா..வாழ்க வளமுடன் 🙏🙏🙏,Non-Hate-Speech
"எல்லாரும் திரு நங்கை களை மட்டும் குறை சொல்கிறோம்.... யார் இவர்கள் இந்த நிலமைக்கு காரணம்???? நாங்கள் நம் சமுதாயம்  தான்.  அவர்கள் வாழ்வை பற்றி என்ன தெரியும் நமக்கு???? தயவு  செய்து  நான் வித்யா பேசுகிறேன் என்ற புத்தகம் வாங்கி படியுங்கள். ஒரு வேலை உணவுக்கு அவர்கள்  அம்மா அப்பா ஆதரவு தந்து இருந்தால், அவர்கள் விற்கும் பொருளை நாங்கள் வாங்கி இருந்தால் கண்டிப்பாக இந்த நிலமை அவர்களுக்கு வந்து இருக்காது. இவ்வளவு பேசும் நீங்கள் அவர்களிடம் தன்மையாக பேசி இருந்தால் இப்படி இருக்க மாட்டார்கள். அன்பு காட்ட அவர்களும் மனித பிறவி தான். நமத்துநிராகரிப்பு தான் அவர்களை மிருகமாக மாற்றுகிறது.",Non-Hate-Speech
அருமை  அண்ணா ♥️♥️♥️,Non-Hate-Speech
"நான் கொஞ்சம் நேரம் உன் பேச்ச கேட்டேன், என்னயவே அப்படி மாத்தி டிசைன் பன்னிடுவ நீ",Hate-Speech
ஆற்றல் இயற்கையை விட வலியது,Non-Hate-Speech
கடைசியில என்ன அழ வச்சிடல...🔥,Non-Hate-Speech
இப்டி அராஜகம் பன்னும்போது வேடிக்கை பாக்காம். அவன்க வாயில. அப்புனா அடுத்து யாரிடமும் இப்டி பேசக்கூடாது,Non-Hate-Speech
"என்னடா நடிக்கிறீங்க ,fradu பசங்களா",Non-Hate-Speech
உங்க உரிமைய நீங்க கேக்குறீங்க இதுல என்ன தவறு  இருக்கும்... காதல் யார் மேலையும் வரலாம்...,Non-Hate-Speech
நண்பா உண்மையிலே பிராங்லே உங்க சேனல் பிராங்க் வரே வரே செம்மையா இருக்கு நல்ல கருத்துக்கள் வருது நண்பா சூப்பர் நீங்கே,Non-Hate-Speech
"யாரோ ஒருவர் செய்யும் செயல் நமக்கு புரியவில்லை என்றாலோ இல்லைது நம் கற்பனைக்கு அப்பாற்பட்டது என்றாலோ உடனே  அவர்கள் செய்வது தவறு என்றோ அவர்கள் குற்றவாளிகள் என்றோ கூறிவிட முடியாது. அப்படி கூறினால் நாமும் இந்த சமூகத்தில் நிறைய நபர்களுக்கு குற்றவாளியாகவே தெரிவோம்.;     ஒவ்வொர்வருக்கும் பிறவி குணம் என்று ஒன்று உள்ளது. இந்த சமூகம் எத்தனை புதிய வரைமுறைகளை ஒரு மனிதனுக்குள் திணித்தாலும் அவன் பிறவி குணத்தை அசைத்து கூட பார்க்க முடியாது என்பதே நிதர்சன உண்மை. யார் ஏற்றுக்கொண்டாலும், ஏற்றுக்கொள்ளாவிட்டாலும்...  😏",Non-Hate-Speech
வணக்கம் மாலினி,Hate-Speech
இல்லை இல்ல. உனக்கு திருநங்கை பற்றிய யோசனை மட்டும் தான் இருக்கு அப்போ நீ தான் திருநங்கை..நீ  9 என்று சொன்னால் அதற்காக பின் வருத்தப்படுவாய்.Be careful,Hate-Speech
திருநங்கைகலை வைத்து விலையாட வேண்டாம்,Non-Hate-Speech
இது ஊறுகாய் போன்றது... ஊறுகாய் ஒருபோதும் food ஆகாது....example...ram ருத்ரா,Hate-Speech
இவர்கள்  இப்படி  இருப்பதற்கு ஏதாவது காரணம்  இருக்கும்... நான் சிறிய வயதில் என் சொந்த அண்ணால் பாதிக்கபட்டுள்ளேன் அப்பொழுது எனக்கு புரியவில்லை ஆனால்  இப்போது  ஒவ்வொரு நாளும் அந்த நினைவுகள்  இருந்து மீள முடியாவில்லை யாரிடம் சொல்ல முடியாமல் தவிக்கிறேன்,Hate-Speech
Hii சகோதரி i am priya நா திருநங்கைகளை பற்றி புக் ல ஒரு பாடமா சேக்கணும் அப்போ தா எல்லாரும் சின்ன வயசில் இருந்து அவங்க மனச புண் படுத்துற மாதிரி நடக்க மாட்டாங்கனு project பண்ற my mail id manimani85032gmail. Com pls contact me,Non-Hate-Speech
Sathish Kumar நீ நல்லா மாட்டு மோத்ரம் குடி,Non-Hate-Speech
shinchan shinchan புனித வெள்ளி (Good Friday) இயேசுவின் மரண நாளாயிற்றே!!!!,Non-Hate-Speech
"ஒரு உணர்வை புரிஞ்சிக்காம ஏண்டா இப்டி பேசிட்டு திரியுறீங்களேடா .support  பண்ணா உடனே நீங்களா  முடிவு பண்ணிடுங்க .அதனையே .படிங்காடா முதல்ல.பல வருஷங்களா இருந்த பிரச்சனைக்கு ஒரு தீர்வு கிடைக்க போகுது .அதோட முதல் படிதான் மாலினி ஜீவரத்தினம் .இவங்க அளவுக்கு தைரியம் யாருக்காவது இருந்தா போய்  பேசுங்கடா.நான் அவங்களுக்கு suport  ; பண்ணுவேன் .முதல்ல இந்த மதம் ,கலாச்சாரம் கன்றாவியா தூக்கி போடுங்கடா நாய்களா .",Non-Hate-Speech
நல்லது சகோதரி   உங்களை மதிக்கிறோம்,Non-Hate-Speech
போடி எச்ச தேவிடியா,Hate-Speech
அந்த மனசு தான் சார் கடவுள் 🔥🙏,Non-Hate-Speech
திருநங்கைகளை நடமாடவிட்டால் இதுதான் கதி.,Non-Hate-Speech
நான் திருநங்கை தான் வசூல் கு லாம் போறதில்லை. 2015 ல இருந்து டி என் பி எஸ் சி தேர்வு எழுதி வருகிறேன். இந்தி காரனுக்கு லா அரசு வேலை கிடைக்குது. எங்களுக்கு கிடைக்கல,Non-Hate-Speech
நீங்கள்  திருநங்கையாக இருப்பது உங்கள்தவரள்ள ஒருவர் பிரப்பால்  ஏற்படும் மரபனு மாற்றம் இதை இந்த சமுதாயம் புரிந்து கொண்டால் சமுதாயம் மாற்றம் நிச்சயம் வந்தாலும்கூட உங்கள் வளியும்மனவேதனையும் அழகிய தமிழில் அழாகாக உணற்திய அழகிய தமிழ்மகளுக்கு என் வாழ்த்துகள் வாழ்க வளமுடன்,Non-Hate-Speech
அனைத்து திருநங்கைகளும் ,Non-Hate-Speech
꧁ɱɾ ɓɛɑɲ꧂ நீயும் அரவாணி தானா,Hate-Speech
Raju Raju நீங்க எந்த ஊரு. நான் திருச்சி. வாங்க மாவட்ட ஆட்சியர்ட்ட போவோம். உங்க புண்ணியத்துல oru3திருநங்கை  அரசின் உதவிகலை பெறுவோம்.,Non-Hate-Speech
China Madathi  தமிழ் செல்லும்,Non-Hate-Speech
பெரிய பெரிய நோயிலிருந்து விடுதலை,Non-Hate-Speech
Aliy Yila ,Non-Hate-Speech
மச்சி செம நண்பா,Non-Hate-Speech
திருநங்கை  நடமாடும் தெய்வம்..,Non-Hate-Speech
அம்மா கண்ணு கலங்கிருச்சுமா நீங்க நல்லா இருக்கனும்,Non-Hate-Speech
பெண்மை புதுமை முதுமை தாய்மை அவன் இல்லை அவள்தான்,Non-Hate-Speech
கொஞ்சம் கொஞ்சமாக விதைக்க ஆரம்பிச்சிட்டாங்க,Non-Hate-Speech
deva Krish திருநங்கை  இயற்கைக்கு மாறானவர்கள் இல்லை என்பதை புறிந்துகொள்ள வேண்டும்.,Non-Hate-Speech
திருனங்கை மனசுல இவ்வலவு ஈரம் இருக்கா,Non-Hate-Speech
F ÑN.... டேய் நீ எதுக்கு சப்போர்ட் பன்றா....அங்க ஒரு மாதிரி இங்க ஒரு மாதிரி பெசுற...,Non-Hate-Speech
"முதலில்  உங்களுக்கு  வணக்கங்கள் நண்பா 🙏🙏🙏🙏🙏🙏🙏; பாகம்  இரண்டிற்க்காக, ; Am Waiting 🤝🤝🤝🤝🤝இப்பொழுது இருக்கின்ற மனிதாபிமான  ; என்னவென்றால் ; யாரவது  நடுரோட்டில்  அடிபட்டுக்கிடந்தால் ; குற்றவழக்காக ஆகிவிடுமோ என்ற  பயத்தினாலும், அதை  கண்டுகொள்ளாமலும், கண்டும்  காணாமலும்  செல்வதுதான்!!!!!!!!!!!; ஆனால்  இந்த காணொளியை  காணும்போது  இவர்களைப்  போன்ற  பாசமும் நல்லுள்ளமும், அதிலும்  தாயுள்ளம்  கொண்ட  ; மாமனிதர்களை பார்க்கும்போது ; ஆனந்தக்கண்ணீர் தான் வருகிறது!!!!!!!; அந்த  ஆனந்தக்கண்ணீரை  வரவாழைத்த உங்களுக்கும், உங்கள்  குழுவிற்கும், உங்கள்  நல்ல  உள்ளத்திற்கும், நல்ல எண்ணத்திற்கும் பல இல்லை, எண்ணிலடங்கா  வாழ்த்துக்களும், பாராட்டுகளும்; அவர்களைப்பற்றிய  உண்மையை  உலகறியச்செய்ய  நீங்கள்  எடுத்த முடிவிற்கு  நன்றிகளும்  எண்ணில்  அடங்காதவையும் 'தான்👏👏👏👏👏👏👏இதற்குமேல்  பாராட்டாவோ, ஊக்கப்படுத்தவோ  எனக்கு தெரியவில்லை!!!!!!!!!!!!!!!!; உங்களின் அனைவரின்(குழுவையும்) சேர்த்துதான் (இந்த    காணொளிப்பதிவு) செயல் அவ்வளவு  எளிதல்ல???????? ; நண்பர்களே🤗🤗🤗🤗🤗",Non-Hate-Speech
இதற்க்கு ஒரு மிக விரைவில் ஒரு முடிஉ வரும்,Non-Hate-Speech
ஒரினசேர்க்கையை ஆதரித்த நாடுகள் தற்போது மக்கள் தொகை வெகுவாக குறைந்தது,Hate-Speech
நல்ல குணம் தான் மனிதநேயம்,Non-Hate-Speech
இவர்கள் இவ்வளவு பண்ணிவிட்டு எங்களை சமுதாயம் மதிக்க  மாட்டார்கள் என்று கேள்வி கேட்கிறார்கள் இப்படி இருந்தால் எங்கிருந்து இவர்களை சமுதாயம் மதிக்கும்,Non-Hate-Speech
சூப்பர் டா தம்பி,Non-Hate-Speech
அந்தம்மா படிக்காதவங்க இத பத்தி தெரியாது அதனால இப்படி பேசுராங்க..,Non-Hate-Speech
உங்கள் பேச்சை கேட்டதும் பார்த்ததும் கண் கலங்க வைத்தது  சிறப்பானவர்கள் நீங்கள். இறைவன் உங்களுக்கு  நல்வழியே காட்டுவார் பல பிரச்சினை வந்தாலும் சமூக அக்கறையோடு  சாதனைகள் பல படைப்பீர்கள்,Non-Hate-Speech
அந்த சகோதரி ரொம்ப அழகான மனம் கொண்டவங்க வாழ்க வளமுடன்.... பல்லாண்டுகாலம் 💐💐💐💐,Non-Hate-Speech
Nagarjun Rajeshwaran உன்னால் ஓண்ணும் நொட்ட முடியாது. பொண்டாட்டி ய கூட்டி குடுத்து சம்பாதிக்கர நாயே,Non-Hate-Speech
திருநங்கைகளுக்கு வேலை தரும் நிறுவனம் ஏதாவது உண்டா? ,Non-Hate-Speech
எல்லாருக்கும் இந்த மனம் வராது realy கிரேட்,Non-Hate-Speech
அந்த சகோதரி கேட்ட கேள்வி நச்...,Non-Hate-Speech
மனிதனுக்கு எல்லாமே வேறுபட்டுள்ளதுனு சொல்றிங்க ஆனால் உணர்வு ஒன்றுதான் .... துக்கம் வந்தா அழுகிறோம் மகிழ்ச்சி வந்தா சிரிக்கிறோம் மற்றும் எல்லோருக்கும் ஆறு சுவையும் ஒன்றுதான் ஆனால் இந்த உணர்வை மட்டும் தனிச்சு காட்டுறிங்க,Non-Hate-Speech
யப்பா என்ன ஒரு அழகு தமிழ்,Non-Hate-Speech
வளரட்டும் மதன் கட்சி,Non-Hate-Speech
மிகவும் அழகாக இந்த சமூகத்தின் வலிகளை அழகிய தமிழில் அழகான உச்சரிப்புடன் உனத்திய அழகிய தமிழ்மகளுக்கு வாழ்துக்கள்,Non-Hate-Speech
மதன் உலகையே அடிமை படுத்தி அடக்கிக் ஆண்ட பிரிட்டிஷ் படைகளை பற்றி வீடியோ பன்னுங்க மதன்.......,Non-Hate-Speech
14 வயதில் என் பெண்மையை உணர்ந்தேன் தற்போது வரை போராட்டம் தான். நல்ல வேலை இல்லை போராட்டமே என் வாழ்க்கை. BE mech படித்துள்ளேன் முடிந்தால் ஒரு வேலை வாங்கி தர வேண்டுகிறேன் 🙏 இப்படிக்கு கண்ணீருடன் திருநங்கை யாழினி (தஞ்சாவூர்) 🙇‍♀️,Non-Hate-Speech
மொதல்ல தமிழ் மொழியை கேவல படுத்தாத.,Non-Hate-Speech
Veraleva thalava eppavum na திருநங்கைக்கு சப்போர்ட் பண்ணுவான் அவனுங்க எனக்கு ஒரு அம்மா ❤️❤️❤️❤️❤️,Non-Hate-Speech
திருநங்கைக்கு யாரும் வேலை கொடுக்க முடியவில்லை அவர்கள் அப்படி இறுக்க பழக வாய்ப்பு அவர்கள் ஏற்ப்படுத்திகொள்ளவில்லை நம் நல்லா இருந்தே நமக்கும்  பணப்பிரச்ணை இப்ப சொல்லுங்க ,Non-Hate-Speech
உனக்கு எந்த குறையும் இல்லப்பா நீ கடவுளின் குழந்தைப்பா,Non-Hate-Speech
"ஏம்மா, நீயெல்லாம் ஒரு பொண்ணா, அறிவு கெட்ட  முண்டம்.  உங்களின்  இந்த. கேவலம்  கெட்ட வாழ்க்கை  முறை  குடும்ப  அமைப்பு  முறையை  சீரழித்து விடாதா.",Hate-Speech
அப்ப ஏன் மத்திய கிழக்கு நாடுகளில் பெண்கள் வன்முறையில் முதலில் இல்லை ?,Non-Hate-Speech
துலுக்க நாடுகள்ல தான் ஓரிணசேர்க்கை அதிகமா ஓரிணசேர்க்கைல ஈடு படுரானுக துலுக்கன் சூத்துல ஓக்குறத தான் அதிகம் விரும்புவான் முகமது நபி கூட ஒரு ஓரிணசேர்க்கையாளன் தான்.,Hate-Speech
"நீதி துறை சொன்ன தீர்ப்பு தப்பு. சரின்னு சொன்னவங்க எல்லோரும் அந்த வேலையை செய்வாங்க போல. ஒரினசேர்க்கை இயற்க்கைகக்கும், இறைவனுக்கும் எதிரானது.",Hate-Speech
ஓரின சேர்க்கை இயற்கையானது,Non-Hate-Speech
இனி நம்ம ஆண் நட்போட போனாலே தப்பா பார்க்கும் டா என்ன கொடுமை.இப்படி சட்டம் வந்ததால் இன்னும் ஒரு ஜந்து ஆண்டுக்குள் கைப்பழக்கம் போல் ஓரினசேர்க்கை வந்து விடும்.உத: மச்சான் mood அ இருக்குடா செய்வமா என்று,Hate-Speech
ஆண்களால ஏற்படும்  தொல்லை  பெண்களுக்கு     ,Hate-Speech
Chen Nila ,Non-Hate-Speech
"lesbian காரணங்கள், ; அவர்கள் அழகை விரும்புறவங்களாக இருக்கலாம். ; ஆண்களை விட பெண்கள்தான் அழகானவர்கள் அதிக எண்ணிக்கையில்.; உண்மையான அன்பும், தியாகமும் உள்ள ஆண்களால் அழகை maintain பன்ன முடிவதில்லை.",Hate-Speech
Shanth sha actually நிறைய விலங்கினங்களில் இந்த மாதிரியான  நடத்தைகள scientists observe பற்றி இருக்காங்க!,Non-Hate-Speech
ஒரு அன்பின் தவிப்பு. இந்தியாவில் ஏதோ புரிந்து கொண்ட அனாதை என்ற அர்த்தமே இல்லை.,Non-Hate-Speech
1.Heterosexuals - வேறின ஈர்ப்பாளர்கள் (Different sex people attraction),Non-Hate-Speech
"Semma பெற்றவர்கள் ஏற்றுக் கொண்டாலும் இந்த சமூகம் இன்னும் மாறாமல், தான் இருக்கிறது, நம்ம வாழ்க்கைய நமக்கு புடிச்சமாதிரிதான் வாழணும்",Non-Hate-Speech
கலாச்சார சீர்கேடு ஏற்பட வாய்ப்பு உள்ளது............,Hate-Speech
"ஒரினாச்சேர்க்கையில் ஒரு லாபம் இருக்கிறது ...எங்கும் குப்பைதொட்டிகளில் குழந்தைகள் வீசப்படுவது குறையும் பெண்சிசு , ஆண் சிசு கொலைகள் இருக்காது குழந்தைகள்அனாதை ஆசிராமாம் என்று ஒன்று இருக்காது ...ஏனேன்றால் இவர்களை போல் காதல் வயப்பாடும் சிலரின் அதர்வு இருக்கும் மற்ற குழந்தைகளுக்கு...வாழ்க lesbin வளர்கா guys ...",Non-Hate-Speech
எனக்குத் தெரிஞ்சு அடுத்தவங்களோட உணர்வை மதித்து நடக்கிற அவங்கதான் மனிதன்  குளம்,Non-Hate-Speech
கால் பண்ணுங்க,Non-Hate-Speech
அசிங்க படித்திருவாங்கனு‌ தெரிந்து பயந்து பயந்து காசு கொடுக்க வேண்டியதிருக்கு என்ன செய்ய நம் மக்கள் வாங்கி வந்த வரம் அப்படி,Non-Hate-Speech
தப்பா இருந்தா காலில் விழுந்து மன்னிப்பு கேப்போம் ,Non-Hate-Speech
"Judge அறிஞ்சி புரிஞ்சி judgement சொன்னாரோ இல்லையோ, ஒன்னு மட்டும் தெளிவா தெரியுது, இந்தியாவில்    ஜனத்தொகை குறையும் !!!!",Hate-Speech
Aranganathan Ak இதில் கடவுள் தப்பு இல்லை அவர் அவர் மனக் கோளாறுகள் மற்றும் சமுதாயம் தான் காறணம்.,Hate-Speech
திரு நங்கை அழகு மங்கை💓,Non-Hate-Speech
ஆய் தின்னும் எச்ச மீடியா..,Non-Hate-Speech
"சகோதரி மாலினி நீங்க  என்னத்தான் இத நியாயப்படுத்தி பேசுனாலும்  இது மிகவும் தப்பான காரியம் தயவுசெய்து இத விட்டு வெளிய வந்துடுங்க இந்த பாவத்துல பங்கு கொள்ளாதீங்க.(லோத்துவின் காலம், நோவாவின் காலம்)  ஓரினச்சேர்க்கை பாவத்தால தான் இரண்டு மிக பெரிய பேராபத்து வந்ததுனு பரிசுத்த வேதாகமம் தெளிவா சொல்லுது. அதுமில்லாம கடைசி காலங்களில் இதல்லாம் நடக்கும் என்று கர்த்தராகிய இயேசு கிறிஸ்துவும் சொல்லி இருக்காரு. உலகத்தின் முடிவு நெருங்கி விட்டது. கர்த்தராகிய இயேசு கிறிஸ்துவும் அதி சீக்கிரத்தில் வந்து நம்மை நியாயம்தீர்க்கப்போகிறார். இந்த பொல்லாத பாவங்கள் நமக்கு வேண்டாம்.",Hate-Speech
இந்த கேவலமான வீடியோக்கு 5கோடிபேர் like பன்னிரிக்கிங்கனா like பன்னுனவளா ஹோமோசெக்ஸ் பன்னுரவங்கதானா.வெக்கமா இல்ல.chi thuu.ஓரினச்சேர்கையாளர்கள் நாளதானே எய்ட்ஸ் என்கிற கொடிய நோய்ய பரப்புனிங்க.உயிர்கொள்ளிகளா.உங்களுக்குளா நல்ல சாவே வராது.நீங்களா நாசாமாதான் போக போரீங்க.அணுவணுவாக சித்திரவதையை கொண்டு தான் உங்க மரணம் இருக்கும்.மனிதனுடைய வாழ்நாளில் இறப்பு நாளை இறைவன் தெரிய வைத்து வாழ அனுப்பி இருந்தால்.மனித இனமே தவறு செய்வதில் இருந்து விழகி இருக்கும்.உங்களை போல ஹோமோsex பன்னுபவர்களுக்கு மரணம் நெருங்குவதை தெரிய வைக்க வேண்டும்.அதை நான் தூஆ செய்கிறேன் என் இறைவனிடத்தில்.ஆமீன் ஆமீன் யாரப்பல் ஆலமீன்.,Hate-Speech
தாங்கள் சொல்வது எனக்கு புரியவில்லை தமிழில் சொன்னால் நலமாயிருக்கும்.நன்றி,Non-Hate-Speech
நாம்தமிழர் கட்சி ஆட்சிக்கு வந்ததும் உங்களுக்கு உதவும்...,Non-Hate-Speech
ஒரு ஆணுக்கு ஒரு பெண் தான் இதை நீங்கள் என்ன தான் சொன்னாலும் நாங்கள் கேக்க போவது இல்லை. வேற வேலை இருந்தால் பாருங்க மக்களே.,Hate-Speech
உண்மையான ஒரு சம்பவம் மிக அருமை இதற்க்கு ஆஸ்கார் விருதே வழங்கலாம்,Non-Hate-Speech
பச்சை கலர் ஜாக்கெட்.திவ்யா.மூஞ்சி புண்டைய பாரு.இவளைப் பார்த்து விட்டுப் போனால்.சோறு.கிடைக்காது.இவள.ஓக்கற வன்.ஜட்டி.தூக்கி.அவ .ப*** மூஞ்சில.போட்டு.ஓ*** வேண்டியதுதான்.நாறக்கூதி. திவ்யா.திருப்பூர்ல .கட்டப்பஞ்சாயத்து.பண்ண..ப*** அறுத்துருவேன்.,Non-Hate-Speech
"என்னதான் நான் தான் அறிவாளி நெனச்சிக்கிட்டு பேசுனாலும், என்னமோ நாட்டை காப்பதுற போல உரிமை உரிமைன்னு  கூவுனாலும் இயற்கைக்கு எதிரா எந்த நாய் கூவுனாலும் அது அடிபட்டு ஓடும்... எல்லாம் மழைக்கு முலைச்ச காளான் ... இயற்கை மனித மூளைக்கு அப்பாற்பட்டது",Hate-Speech
கண்கள் கலங்கி விட்டது..,Non-Hate-Speech
தோழி அல்லது தோழரே ....இந்த புவியில் வலிமை உள்ளதே தப்பி பிள்ளைக்கு .....நான் உங்களிடம்   கேக்கிறேன் நீங்கள்  எப்படி ஒரு பாலின ஈர்ப்பு சரி என்று  சொல்கிர்கள் ......ஏனென்றால் அது உங்கள் பார்வையில் சரி .....என் பார்வையில் தவறு .......(உனக்கு எது தேவையோ அது தர்மம்) -சாணக்கியர்,Non-Hate-Speech
ப்ரோ அவங்களுக்கு.திருநங்கை  தான் இவங்க.கட்டப்பஞ்சாயத்து பண்றாங்க.அவங்க.4பேரம்.அப்பாவி.திருநங்கை .இவங்க.அவங்கள.வசூல் பண்ண.விடமாட்டாங்க.இந்தப் பச்சைக் கலர்.ஜாக்கெட்.திவ்யா.திருநங்கை.இவங்களுக்கு.ரவுடி.பேசி.அவங்க நாலு பேரு.துரத்தி.விடுறாங்க.உங்களுக்கு தெரியலையா.ப்ரோ.,Non-Hate-Speech
Anandha babu ஆமாங்க சகோ,Non-Hate-Speech
தூ🗣️💦 இது மாதிரி லாம் இருப்பது நாள தான் இன்னும் பொது மக்களை மூஞ்சி சுழிற்க வைக்குது...🤦‍♂️,Non-Hate-Speech
"அரவானிகள் சமூக நாசக்காரர்கள்,..",Hate-Speech
"ஆம் சரி தான். இன்று எந்த சட்டமும் மனிதனை காப்பாற்றுவது இல்லை. அதனால் தான் சட்டம் போடுவதற்கு பதிலாக, சட்டத்தை பின்பற்றுவதற்கு பதிலாக நாமே மனசாட்சியின் சட்டமாக செயல்படும் அதாவது மனிதத்தை போற்றினால் மட்டும் போதாது அதனை பின்பற்றும் சமுதாயத்தை உருவாக்க வேண்டும் என்கிறேன்.",Non-Hate-Speech
மாட்டு கறி சாப்பிடுற பையா னு,Hate-Speech
"Hello every one,, நான் இன்று சத்தியத்தின்படி சொல்கிறேன், நீங்கள் எல்லாம் எவ்வளவு தான் சட்டம் போட்டு இதனை குற்றமல்ல என்று சொன்னாலும், தன்னுடைய நியாயம் தீர்க்கும் நாளன்று இவர்களுடைய ஆன்மாக்கள் அத்தனையும் எரியும் நரகத்தின் படுகுளியிலே தள்ளப்படும், இது க்ரிஸ்தவருக்கு மட்டும் அல்ல அனைவருக்கும் பொதுவான ஒன்றே, எதனால் என்று தெரியுமா, அவன் படைத்த நீதிக்கு புறம்பானது, ஒரு போதும் ஒரு காலமும் இது ஏற்க முடியாதது, இது ஒரு பெரிய ஆன்மீக தேடலின் முடிவு இது",Hate-Speech
இயற்கைக்கு முரணான செயல்....மனித சமூகம் அழிவுக்கு செல்கிறதோ என்ற அச்சம் தோன்றுகிறது...,Hate-Speech
ஆணும் ஆணும் உறவு வராது மனசுக்கு.,Hate-Speech
மறைக்க முயற்சி க் காமல் உண்மை கூறி யமை க்கு நண்றி,Non-Hate-Speech
ஒரு வேல இருக்குமோ.. 🙄🙄,Non-Hate-Speech
FREEDOM OF LIFE,Non-Hate-Speech
"Thanks macha, இதுபோல ஆளுங்கள வளர விட கூடாது",Non-Hate-Speech
இந்த மாதிரி திருநங்கை  நால எல்லாத்துக்கும் கெட்ட பேரு,Non-Hate-Speech
Sornam Lakshmi மரியாதையா பேசுனா இப்போ யாரும் மதிக்கமாட்டிக்கறாங்க,Non-Hate-Speech
ஊருக்கொரு வானம் இல்லையே இறைவா உன் படைப்பில்....,Non-Hate-Speech
2:50 time la பேசுன சகோதரி என்னோட மனசுல பட்டத அப்படியே சொல்லிடுட்சி 👌👍😊,Non-Hate-Speech
கவலை. விடுங்க நண்பா,Non-Hate-Speech
weird தமிழன் அறிவை கொஞ்சம் வளர்த்துக்கோங்க  ஓரின சேர்க்கைக்கு முட்டு கொடுக்காதிங்க,Hate-Speech
பிச்சை எடுக்கும் போது,Non-Hate-Speech
Nagarjun Rajeshwaran சப்ப நாயே. உனக்கு ஒண்ணும் இல்லை தெரியும். போய் எவனாயவது ஊ........பு,Hate-Speech
. முஸ்லிம் பெயர்தாங்கி,Non-Hate-Speech
எனக்கு கடவுள் நம்பிக்கை இல்லை ஆனால் இந்த வீடியோவை பார்க்கும் போது அந்த அக்கா கடவுளாக தெரியுறாங்க...,Non-Hate-Speech
யார் இந்த பைத்தியம்,Non-Hate-Speech
இது இயற்கையில் உள்ளதே அவர்கள் ‌மனிதர்கள் தான் ,Non-Hate-Speech
மனமார்ந்த நன்றிகள் நண்பா💥🤩🙏🥰🥰🥰🥰🥰🥰🥰🥰🥰🔥🔥🔥🔥❤❤❤❤❤❤,Non-Hate-Speech
செருப்பால தான் அடுச்சு  கொல்லனும் .. இதுங்களா பாவம்..,Hate-Speech
பாலிமர் செய்திகலுக்காக பாத்ரூம்லிருத்தூ பால்ராஜ் 😂😂,Non-Hate-Speech
அந்த அக்காவுக்கு நல்ல மனசு நான் நான் ஒத்துக்குறேன் ஆனால் இது வந்து முன்கூட்டியே திருநங்கை கிட்ட சொல்லி இவன் இந்த வீடியோ எடுத்து இருக்காங்க அப்படின்னு நான் நினைக்கிறேன் ஏனென்றால் அந்த இடத்தில் இவங்க ஒருத்தர் மட்டும் தான்,Non-Hate-Speech
எதற்கு நன்றி எல்லாம்...,Non-Hate-Speech
"யாரா இருந்தாலும் அவர்களுக்கு சுய தேர்வு விருப்பம் கட்டுப்பாடு உள்ளது, எதுக்கு ஒரு சமுதாயத்தை இப்படி அசிங்கப்படுத்தறீங்க",Non-Hate-Speech
