label,text
0,   सभी भाई ध्यान दें अगर आप जातिगत आरक्षण के खिलाफ हैं तो यह चैनल सस्क्राइब कर अपना योगदान दें  यह चैनल  जातिगतआरक्षण और  scstact जैसे सामाजिक विभाजकों का पूर्ण विरोधी है हमें आपकी इतनी सी मदद चाहिए कि चैनल सस्क्राइब करके अपना सहयोग प्रदान करें
0,   सही बात है 
0,   सारा काम प्रधानमंत्री को करना है  फिर ये राज्यों के मुख्यमंत्री क्या तुम जैसे जिहादी जाहिलो को पालने के लिए है  स्वास्थ्य राज्य का विषय है चूतिये
1,   साली तेरी औकाद क्या ह   टके की कमीनी तेरी सोच इतनी गंदी ह जितना तेरा काम गन्दा ह।
0,   सावधान  यह भी भड़वा जेएनयू  जेएमआई की पैदाइश होगा और भारत में चीनी एजेंडे पर काम कर रहा है।
1,   सुअर साले तेरी अम्मी का फाफड़ा तू एक बाल नही उखाड़ पायेगा सिवाय भौंकने के  
0,   सूअर सूअर ही रहते हैं एक मुख्यमंत्री को इतनी बदतमीजी जाहिल कहीं के
0,   सॉरी यार पालिंड  चल एक बात बता तू सोया नही अभी तक या शहरी कर रहा क्या विथ नल्ली निहारी
1,   हमे भी जानना था के ये इलाहाबादी अन्कल के अंदर कितनी जहालत भरी पड़ी है।   तो फिर भी खाना बाँट रहा है लेकिन ये अरबी जाहिल थूक जिहाद जैसा घिनौना फैला कर  corona jihad फैला रहे है। हंसराज जैसे चूतिये तो लव जिहाद की पैदाइश है इसलिए इनका हगना बनता है।  coronajihadi
0,   हरहायनेस मैडमजी आपके ट्विटर हैंडल का सेवादार शायद लिखना भुल गया की जैसे डाक्टरी का इजाद चच्चाजान जनाब नेहरूजी ने किया था वे मेडिकल प्रोफेशन के नामचीन ज्ञानी थे जैसे सन   के सिख दंगोंको एक साधारण घटना मानने वाले आपके परम आदरणीय पिताजी ने कम्प्युटर का इजाद कर उसे भारत में लाया था।
1,   हरामजादे अगर मोदी मारने में आ जाए तो तुम जैसे गांडू की गांड लाल कर दे। और जो तुम्हारे हाथ अभी ट्विटर चलाने में लगी है वह तुम्हारी गांड के ऊपर होंगे।
0,   हां और उसकी भी चर्चा करलो  जो ब्राजील के प्राइम मिनिस्टर ने मोदी जी को हनुमान बताया था मन्नत आंटी
1,   हिजडा है की नही ए चेक करनेकी जरुरत क्या है हिजडा ही ऐसी बात करता है  
1,   हिन्दी में काम वाली बाई बोलने में क्यूं शर्म  
1,   होता है कभी कभी मैडम जी मौसम भी ठंड का है  थोड़ा बर्दाश्त करो        
0,   ॐ  ऐसे चोर कभी नही जीत सकते   दल्ला कितना जोर लगा रहा बोलने में  की पोटी भी निकल गयी होगी  कुत्ते की  हर हर महादेव
0,         shraddha das
0,   । यह तो तू सोच गटर की पोटी में लिपटे कीड़े  बिलकुल ऐसे ही तू भी आ गया मेरी पोस्ट पर जिसके पोस्ट पर कॉमेंट किया है उसने अभी कुछ नहीं कहा  बात उसकी और मेरी थी  ककुत्ते की तरह तू आ गया उसकी तरफ़दारी करने सुबह से लगा है भोकने मेरी पोस्ट पर आकर ।।  खुद को देख पहले
0,       waise bhi koi khushi ka din to hai nahi inka janam din   achha hua nhi mna rhe
1,   भारत माता का खाता है और भारत माता को गाली देता है। ऐसे लोगों को ही हरामी कहते है    सपरिवार पाकिस्तान फुट ले      javedakhtar  शबानाआदमी और तेरे बच्चो के साथ    तेरा गजवा ए हिंद सपना कभी पूरा नहीं होगा     कभी भी नहीं   
0,    jonas tha na phle
1,  aa gaya swaad
0,  aa gaye aache din
0,  aaila  pehla wala tweet delete bhi kar diya  alelele bechari  naak katwa di bjp walo ne  yahi hota hai andh bhakti ka nateeja  logic kuch hota hai nahi  bas bhed ke jaise chaley niche mundi daalte huye  feel pity for you  
0,  aaj hi kohli gali khaya hai nasser sahab se 
0,  aap hote to shayad assim aapki bhi    kar deta
0,  aap ke chashme mein aap ka foto saaf nahi dikh raha    
0,  aap keh ne ka matlb h ki koi apni baat bhi na rakhe asim ne koi ladayi ni ki h jo aap use keh ri h usne to sirf use btaya h aap or aap ke sid ki yahi problem h ki apni bolo pr disra kch na bole     weareproudofyouasim
0,  aap sach me bohat khubsurat ho 
0,  aapko humne kab mana kiya hai    badle mai aapko jo chahiye woh milega  hukum karo sarkar 
0,  aarkshan ki paidais 
1,  abbey oye aurat ka naam ka cartoon   yehi bola tha na tujhe bina malik ne tere season mein
0,  abe agar koi tujhe dur se dekhega to takla hi n kahega wo to bad m hi pta chalega ki to sickular v h
0,  abey ye to sacchi aacha h 
0,  abhal bar shubecha 
0,  abhi hai manzile owwal tumhare isque ki nada chale jao jahan tak ummidu ki kiran baki hai
0,  abhi sis 
1,  achha toh kya yeh yoga ka paath apne nahi pada jab aap bb ghar me thi aur aapka divorce chal raha tha  ghathiyapan toh aap e bhi dikhaaya tha  lekin aapki aadatein sid ki tarha hi hai  isiliye aap uska saath dehti hai  ab bakwaas band apni kije
0,  agar ab aise log dikhe to aap apna man mt kharab kariyega agli baar hmare pe chod dijiyega
1,  agar gupt rog ho toh   katwa degi kya 
0,  agar rahul ni aaya to rahul is a rockstar  we love rahul vaidya
0,  aise hi sundarta failao  yehi duniya ka hai dastur  hayeee itni payri amyra dastur 
0,  andar andar hi baat kar lo audience koi replay mat do
0,  anil kapoor sahab calender nahi khareedte hain    isliye wahi ke wahi ruke hue hain   
0,  ap toh bilkul pheminist ho bhai
0,  are yeh to baspan ka pyar  wala hain
0,  are mummi ke saath dp bhi laga diya    dekh to   ghr aaha hu n
1,  arey waah re chutiye asim
1,  asim ka hi haq ha bhai ye tou sukla bukla chabra ka dabra kutty saly hain dono
0,  aur contract sirf fasal ka hoga jamin ka nahi  to jamin bikne ka sawal kaha se aaya  aap log kisanon ko gumrah kar rahe ho apni politics ke liye 
0,  bhook laga hoga    aur kya
0,  bache ka baap nasrudeen shah nikla
0,  bachi chodo piche khadi madam ko bhi nhi pta protest ho kis liye raha hai   bs publicity ka acha muka mila to chalo   pr madam  yepublichaisbjantihai  indiasupportscaa  mumbaikarsupportcaa  isupportcaa nrc  bharatmatakijai
1,  bahan ji ki sahi mang hai
0,  bahut bahu badhai ho bahen ko 
0,  bahut hi sarahniye kary
1,  bahut khoob   bahut sahi farmaya aapne malini ji   rana saab ne toh dil dukha diya 
0,  bahut khusi ki baat hai
0,  bakshi didi asp apni zindgi mai kabhi university mai bhi first aayi hogi aur gumbhir ne test aur odi n   mai mila kar   se jiyada bar india ko represent kiya hai aur imran ki profile badi hogi par gumbhir ki    bhi kum nahi h aur apka standerd nahi h unhe point karne ka
0,  banda ab ghar to nai choor sakta na 
0,  bathroom jaa rhe honge   hume kya 
0,  bawala ho gaya hai
0,  behen making sanitary pads for her and hot rice bags bhaiii ek arc me jeewan me bhi tapka do peleej 
0,  bhabhi ko pareshan he kiya hoga  
0,  bhabi hai to bhaiya kamal hi karega
0,  bhagwan ka naam lo aur bhul jao 
0,  bhagwani ji bhabhi dever ki jodi or poorer parivar ko kush rakhe 
0,  bhai hai apna   
0,  bhai ki lotry nikl gyi
0,  bhai  yeh to kuch bhi nahi  ask ka sara khoon pi jane ke bad bhi court mein kahegi ki yeh hamara dhyan nahi rakhte  dusri auraton ko ghar mein late hai  mujhe naukari bana rakha hai bla bla    aisi auraton ko sateaam fansi dena chahiye   savemen   fakecases   mentoo
0,  bharti mam please ek bar dheeraj dhooper ko apne show me bulaiye  replay me
0,  bhot din hogae the koena ji ne bejjati ni krwai thi to  sidharthshukla k khilaf boldia aur ab millions me bejjati pad rhi h bhar bhar k
0,  bilkul sahi kaha apne 
0,  bs yaad rakhna yeh baat or support krte raho life me achchi kaam bhi karo
0,  but score   ka to banaa kuch four to maare kuch bolne ke liye to raha warna   pe hota to kya bolte hum muskuraaiye aap dubai me hai
1,  chachi ji pranam aap ye samjhne ka kasht karo ki vo paida hue tho nange the aaj v nange hai aur martey waqt v nange rahenge unko compare na kare aur jis video ka ap reference de rahe vo apni aadhyatmik shakti  amp  bhamcharya se prapt kiya hai naki headlines aur paise k liye
0,  chiyann 
1,  chu  katwa liya  
1,  chup kr jhuthi    
0,  chutiya bana raha hai ek aag lagaega aur doosra hawa dega
0,  congarts   bhai
0,  congrats bhai  ab mere   koi karaa do  
0,  daag acche hai 
0,  dear huma  kya iss chhoti bachhi ko poster per jo likha hai uska matlab bhi malum hai    
0,  dekh lena ek din ehsaas hoga tumhe tha ek satya or aviii jo bina mtlb tujhe bahut chahte tha
0,  dekha hai  fir se dekhunga   radhe
1,  dher sara pyaar  
0,  dhula thirindhi baaga pawala ki
1,  do kaudi me bikane wali dusro ko shame bol rahi hai 
0,  dr  kumar vishwas khud ko sickular manta hai par hai ek number ka boss rik 
0,  ek gaan houn jaudya 
0,  ek आध जितने का उमीद ही क्या  
0,  ekk wari wekh taa sahi  
0,  election तो आने दो vote के लिए वो आपके घर इलाका मे भी आएंगे    कोई नेता को रस्ते से जाने तो दो पूरा रास्ता साफ़ दिखेगा और ब्लॉक हो जायेंगे  किसी भी राजनीति की पार्टी केे बारे मे गलत तो बोल्दो वो आपको   बाते सुना देंगे   देश मे अपराध तो होने दो छुप जाएंगे  ऐसे लोग है भारत मे  
1,  emergency के लिए गधी कोई प्रॉब्लम नहीं है एडमिशन में।साला भेजा सड़ा हुआ है आप लोगों का।
1,  evergreen na  save karli hai maja aayega   clearity bhi acchi hai 
0,  faaltu ka itna time waste  seedhe thok dene chaahiye unko  sabb samaadhaan ho jaayaga 
0,  february   ko aap ko   seats milne jaa raha hai
1,  g जली तेरी
1,  gandhi naali ka keera   
0,  gaadi lene wala chalata hai      dene wal  nah 
0,  galat account tag kiya hai  janbhuj ke hai na
0,  game palat ne wali ka game aaj eijaz chicha badal denge
1,  gandi aurat kya bhagwan ka sahara le rahi h   ghassad
0,  gas andhra bhathuke adi
0,  guddu bhaiya
0,  guruvey saranam
0,  haaan besharmi ki hadd hi ho gayi na ma m  
0,  haan yar dekha hi nahi  thanks batane k liye
0,  ham apane bete ravie ke hero hai
0,  happy diwali    par wish karane ke liye nange hone ki jaroorat nahin 
0,  harmanpreet araam se jayegi jeet 
1,  haw   matlab upar se nikal gaya    chalo agli baar  pappukiamma ke level ka hoga sarcasm   sachhi 
1,  hello  आँटी। ये देखिये क्या हो रहा है।  आँटी आप भी देखिये।
0,  hello mam mai hina mai singer banna chahti hoo mai silai karti hoo mai aap logo ke sath kam karna chahti hoo mai garib hoo please help me
0,  hii माम में आपका ये है मोहोबतें सीरियल हर रोज हटस्टार पर अभी भी देख रही हूँ और आप सभी को बहत मिस कर रही हूँ   प्लीज माम आप सभी लोग फिर से किसी दूसरी सो में वापस आ जाईए
0,  hinduon se azadi chahiye or mahesh bhatt ki biwi ko lagta hai ki wo bach jayegi   
1,  hm single larko ka khyal rakhte hue               
0,  humein nai lagta ki apko sis ke jaane ka koi dukh hai
0,  hypocrisy ki bhi koi seema hoti hai 
0,  i don t understand these lines  jo insaan aapki plate mein khana daal rha hai  vo kbhi galat nhi ho skta   why   koi bhi insaan galat bhi ho skta hai aur sahi bhi  chahe vo sarkar mein ho  kisaan ho  army mein ho  pvt job mein ho  mere relatives ho  unnecessary sympathy kisliye 
0,  isne mujhe block kara tha
1,  iss angle se pehchaan mein nahi aa rahi ho 
1,  itna hi good soul hai toh kyu chhoda aise pati ko  
0,  jaane dijiye madam phatt gai h uski
0,  jab jabde se nafrat hone lage toh aisa nishana laga lete hain log 
0,  jai bhim
0,  jai bhim 
0,  jai ho 
1,  jaise tum vaise tumhari gatiya soch kamya nhi kamini h tu  jasminbhasin
0,  jamin par ni star ne jova mate aakash na badha star bhega thai gaya
0,  jay ganesha
0,  jay bhim
0,  jay kuch nhi kar raha fir bhi ye usko support kar rahi hai aur jo tv par zyada dikhti hai jo deserving hai usko ye support to dur ki bat hai top   mein bhi nhi dekhti waahhhhh  tejasswiprakash
0,  jay ne socha k asool wala patta chalega bb mein lekin chala nhi of sach much je banda asoolo ka paka tha toh pratik wale task k baad jab vishab sundari ne ik sharat rakhi thi toh ossi waqt bolta k bhai main jaa raha hu bhr kyu k main asoolo ka pakka hu but nhi haha kya bole yaar
0,  jhut mat circulate kar sb dekha hai tera kya level tha or kya baat hui thi or jo usne kaha ekdm shi bola smjha
0,  ji aap hai isi liye to left abhi zinda hai   hum jante hai   saal w b to golden city bani hui thi   aur pappu vi pass nehi hota   cary on
1,  jiska   laundiyo se katwa ke kuch nahi hua   usko saanp kaat ke kya hi karlega 
0,  jo jaisa hota usko vaise hi log pasand ate hai esa kya krr diya afsana ne jo apko pasand aa gya   apne bi kush khas ni kiya tha show me ok i support shamita shetty 
0,  kab tak free ke paise chaapogi madam kabhi to kaam karlo   kam se kam script to wo leke jaao sir tak jo ek superstar ke liye sahi ho 
0,  kamya ji ye sidharth k baap ka ghar nahi he jo usko itni support di ja rahi hai  or rahi bat  ki to agar wo yahan kaam nahi karta to phir sidhart q nahi karta  kya asim un k baap ka nokar he ya phir sidhart paid contest he is liye uski side li jarahi he  
0,  kassh tera naam salman ji kabhi sunne hote    lol 
0,  kaun hai aisa himanshu bhai 
1,  kawaa nhi aap hi kaato devo dii   rash ke gol molu cheeks ko
0,  keshu agar likhne ka option aajaye space toh inki gaamnd mai pakka mike daal denge
0,  kh aali 
0,  khuda srk aur unke sabhi apnoko apni hifazat mein rakhe  aamin
1,  ki jhooti tareef karun toh mere pyare  ji ki tauheen hogi    bombay bomb blasts se lekar     tak jurm ka graph giraya hai apni qabliyat se aur aaj bata diya hum se aagai kaun    jai hind    jai  bharat says mr  bachchan   
0,  kisaan andolan ka kya hoga  bechaarey gareeb kisaan bina mask k hain   
0,  kisaan ekta jindabaad
1,  kisi aur se trp nai milegi sirf pratik se milegi    stop pratik par vaar
0,  kiu amir se man bhar gaya kya    
0,  koi hai
0,  koi inki bhi webseries aa rahi hogi
0,  kon ho bhai
0,  kuch log hote hai ese bhi
0,  kuch nahi bahot zada hogayyyyya    yahi dikhana chahte aur yahi dekhana log pasnd b karte hai    shame on such people
0,  kya bat hai 
1,  kya funny tha be     tu bhi aisi aur teri jaismin bhi     saale fakester
0,  lahore ne bada zulm kiya hai manto per  when he was alive  aur bombay key doston ne dil toda hai manto ka 
0,  lekin wo sab toh congressi hain jo post kiye ye sab   
0,  liked you in kuch kuch hota hai 
0,  log aapki aur apke chanel pr comment kr rahe hain kyoki inhe sach achha nhi lgta     jo bhi chahe jamati ya koi agar wo corona ko faila raha hai kisi bhi tareeke se to uska ek hi ilaaj hai laathi    roj subah sham     laathi mile dawa ke sath to sab sahi ho jayenge   
1,  looser thu khud hai disgusting lady jo sid ke death day mein uske ghar jaathe wakt vlog banathi hai funeral par jakar waha shouting karti hai acha hua tere pati ko police ne maara  sid ke maut se paisa kama rahi hai thu cheap lady
0,  losliya 
0,  love jihad bolte h usko    hindu ladkiyon ko fasao aur paisa pao aur hinduon ki jansankhya kam karo
0,  love shami bhai
0,  muze bhai maneme tuze sharm ati hai kya
0,  maa to maa ho hai      
0,  madam tempu chalate ho kya to sawari aur
1,  mai aati hun ruko  le ke aati hun idhar
0,  mai gamlo me paani dene me busy ho gaya tha  bad bad gamlas and paudhas   ‍
0,  mam uttarakhand ko mat bhulana
1,  mamata banerjee ke baare kahe mufti ke baare mein kahe aese logo ke baare mein bhi twitt kare
1,  marathi british gujrati
0,  masha allah mubarak ho sis aapko aur mankeet ji aur aapke family ko alhamdulillah naya sitara aapke ghar me aur roshni laye hain  khuda kare baby  i feel like mera bhanja  ko duniya ki har saari khushiya de sehat ke saat aameen harshdeep sis shukriya apka bhai nazeer from chennai
0,  matra chand voto k lye etihash bajar me bik rha hai dhnywaad dhongi ji ajj tk jis thakuro ne sar nhi jhukaya chahe katwa dia ajj ek gaddar ne thakuro ka sar gira dia ab rajput bolna chor do khud ko kshtrye bolna chor   aam rajput h ladd rhe hai
0,  mem hame bhi   chance
0,  mere dost ne aisa kuchh bola hota to wahi patak ke marta use
0,  mooh mein pani aa gaya cake dekh kar
0,  mu    h marne ke baad leave ke liye bhi koi petition sign karwao    
0,  mubarak ho bhai kapil  
0,  muhammad का चरित्र भी निभाओ  गांड़ और मुंड जुदा क्यों लिब्रांडुओं है हिम्मत
1,  mujhe bb ott pe lelo aur aap jao ek ek hath karna chahta hu aapse
0,  mujhe world ka sabse bada actor banna hai kya aap help karengi
0,  mulla mulle ka sath hi dega    likh ke rakho   
0,  na hukumat na maal o zar chahiye such bolne ko be khauf jigar chahiye  danish   alllivesmatters   abhaydeol
1,  naseebdaar arshad tuhje iss position pel ne ki maza hi kuch aur hogi aaj toh hilla hilla haath aur goda dono thak jayege mere
0,  neend aa jati hogi haste haste
0,  noi   kal hi khaye the goa me 
0,  o dallejeet itni hi kisaano ki padi hai to out of india kya kar raha hai  aana sadko par kisaano ke sath  ac mein beth kr whiskey ke peg liye hue  kehta hai kisaano ke sath galt ho raha hai  wah 
0,  om shanthi 
0,  oh vekho sadkan te aag turi jandi hai  
1,  oh my god  aap to gulaab se bhi jyada khoobsurat ho anku 
0,  ohh bhai  has has kar pet me dard hone laga  gajab bhai gajab
0,  ohhooo    matlb ab congress aa gyi to agle   yrs me hindu khtm hi ho jayega    he he he   ye sanatan dharma hai yugo se chala aa rha h or yugo tak chalega   is dar se ki hindu khtm ho jayega  scstact or reservation ka virodh na kare 
0,  ooyyeee bari barsi khatan gayasi khat k le aanda ganda nalla ooye sidharth ya asim bhav dedete toh parag ko choda deti shifali jariwala   don t mind haan joke tha   sidnaaz
0,  or no to aap ne   sal barbad kar diye
0,  or ye wo kharab log h jinhone salman sir ko bhi kaam karne per majboor kar diya to esse zyada besharam kya hoge or aap log inki duhaai de rhe h ye season to pahele last season se bhi ganda hai or ab ye log bigg boss ka ghar ganda kar rhe h environment me koi ab to dekhna bhi nh
0,  pagla gaye ho ka    kanshi aram jaise
1,  pahle ये जाटव थे फिर चमार हो गए फिर sc हो गए फिर दलित हो गए फिर बहुजन  पर वोट अब भी  
0,  paise hone chaiye khelne ke liye
0,  paras ne larwaya phir se
0,  pehle  full episode dekhiye yeh phir comment kijiye   sree jail mein tha   deepak ne hi bheija tha shayad     phir wahan footage lene chale gaya     instigate kari ja raha tha    chale jaata par wahi baitha bolta raha   even baki hms bhi nahi keh rahe the jaanbujh k gaya hai
0,  phat gaya hoga aur kya 
0,  phone kam tha charger bhi saath le li         
1,  poke wala topic se kuch aur naya batao asim k baareme   batao batao   sune hum bhi    kuch nahi hai na point    isliye sirf poke word hi bologi tum
0,  police ka tamasa dekh rahibhe  gunde sarkar ki man ke nahi he
0,  priyank ji se pucho sirf up m kyu   waha kyu nahi jaha y jyada takatwar h  like punjab  jharkhand rajasthan or haryana  yha nahi karenge  wahi karenge kyuki pta h harna h   baki agr agenda nahi to fir baki states m bhi lagu kare
0,  propaganda kyo padhe  aur padhni hogi bahut si kitabe hai 
0,  protest kro shanti k liye  photoshoot krke kya hoga
0,  puchne se sab hoga jab pata ho kise se puchna hain
0,  punah  ek ho jaao
0,  r bazar hai kya be   koe system hoga desh me kisi kam k liye  
0,  rahul mamta maya tejshwi chirag
0,  raj kundra jel me hi ya vapas un filmo me kaam kar rha h
0,  rona kahan aata hai  yahan ki five star tent dekh ke to yeh khush hi bahut lag rahi hai 
0,  rubina mam k sath bahut galat ho rha hai   salman sir to episode dekh hi nhi rhe
0,  sc st एक्ट भी खत्म हो  आरक्षण भी खत्म है। शरिया कानून भी खत्म हो  यदि आप  इसके लिए तैयार है तो  मैं caa nrc npr पर आप का जोरदार समर्थन करूंगा।  बोलो हो तैयार।  
1,  saaf ho gayaa  handle khatm ho gayaa 
0,  sab bekar lagta h   sidhe khud khariden a sa hi h pehle jaisaa 
0,  sagarika kuch kabristan ke pictures tho tweet me dalo taki logo ko uske barme me patha chale  humsha tum srif samsan ki pic karthi ho kabristan ke pic dekhke public  dyan denge
0,  sahasam swasaga saagipodhama  
0,  sahi mai
0,  salman bhai ki wajah movie hit bas 
0,  shehnaaz  ye zindagi kitni ajeeb hai na  itne tests leti hai  himmat bhi tod deti hai  par pata hai sabse strong kaun hota hai  jo ye sab hone ke baad bhi waheguru par or khud pe bharosa rakh ke aage badhta hai  teko dekhti hun na toh itni strength milti hai pata  i love you 
1,  shhhhhh      cus  m hain      unko poora hk hain
0,  shukriya   
0,  sid ki wajha se asim bb house me h uske fan bhi sid ko wjha se bane h warna     week me bahar hota asim bb house ke  sid ne her nomination se bachaya asim ko lagta h umer riyaz apne bb pichle   week se dekhna start kiya h lagta h hahaaa   voot pe ja ke aj starting se dekhiyega 
0,  sidharth hi jitega
0,  sir vote waste hua hai unka aur aap bol rahe ho deshith mai sahi kadam
0,  sorry दवा का नाम अंग्रेजी में था ना
1,  subah kutte se khud ko katwa ke aya hai kya jo comment bhi bhaukne jaisa lag raha tujhe aur agent hoga tu
0,  subho bijoya
1,  sun mc aukaat mea reh kr baat kr    dimag mutt khaa aur ye giyaan waha k muslims ko dey
0,  tag chyadam marchipoyava
0,  tamij se baat kar nonsense stupid  main tumhare jaise  anapad ganwar logon se baat nahin karti hu burnol laga 
0,  tardipar gunde mawali desh chalaynge to yahi hoga   
1,  tatti wale kaam chodo madam or apne kaam per dhyan do   q apni achhi khasi izzat ka bhajipala kar rahi ho  ye bjp it cell k chakkar me
0,  them  हम देखेंगे   लो देख लो   चाट लो   चूस लो   देश का काट लो   भड़का लो   लूट लो
0,  this shows how much you hate hindi language  aur english thodi kharab ho to bhi chalega bas neeyat achhi honi chaiye jo chamcho me bahut kharab hai 
0,  thookbarudeen fuwaishi ne kya kaha wo nahi batwogi aap 
0,  tide bhi ho sakta hai   
1,  to   me twitter chalatha tha kya be aab chala raha hey kyu  kyuki bjp ki gov aai chuti katwa
0,  to kya ho gaya
1,  tu bhi katwa le aur baith ja in sullo ke saath 
0,  tumhi ho phain  suar kahi ki
0,  up  नाबालिग को बहला फुसलाकर ले गया फिर किया बलात्कार  आरोपी सिराजुद्दीन गिरफ्तार  
0,  uske liye purush virodhi kanoon hai already      misandry
0,  vicky kaushal tha vo  suhagraat par sachchai jan ne k baad aya tha 
0,  virat ji kismat wale h k unhe anushka sharma mili h
0,  wah  apratim
1,  wahi to jiska khud ka koi ata pata nhi usse footage lega jo sid ki footage ke upr ji rhi  alwaysbyyoursidesid
0,  west indies inke ghar gushke inki gand phad di burnol bhejwa duu tum saalo ko corona vaccine free me de diya aur kya chaiye tumhara baap india se 
1,  wo apni asli image dikha rahi hai  jo ab logo ko koi interest nahi hai  bahar nikal ke gar ki chabi dhundle to bohat hoga   
0,  wo apni duniya bsaa chuki hai show me      whi rhegi jindagi bhar   raamlal ke saath
0,  wo chhodo banda up k dainik jagran me tak aa gaya    
1,  wohhh kya language use karti hai  tu sach me sadakchhap jaise baat karti hai  teri friend thi na pratyusha uske case pe ab tu dhayan nhi de rhi tab drama publicity ke liye kiya tha 
1,  yah madam likh rahi h bure din wapas de do madam yah kahna chaah rahi h ki     jaise attack ab kyu nahi ho rahe wo inhe wapas chahiye
0,  yaha bangalore mai bolte hai local ppl ki jain ke wajah se meat ka rate badh gaya
0,  ye log to phir bhi denge unko he   months aur   phir baad me inke he jokes bana ke share karenge
0,  ye murder bhi kar dega to bhi big boss kuch nahi kahega ise   bigboss iska chamcha hai 
1,  ye sab se badi fake aurat hai   chamchagiri kara lo    taki koi kaam mil jaye
0,  ye to hamara pm hi kar sacta hai 
0,  ye to purana ho hai bs ab besharmi ke sath samne aa rha hai
1,  ye किसी किन्नर ने ही किया होगा
0,  yeh jafa nahi karme wafa hai
0,  yeh trailer hai  abhi aisi padegi ki uthega nahi       sidharthshuklawinninghearts
0,  yes जय किसान किसान एकता जिंदाबाद
1,  zor ka jhatka dheere de lagega covid ko
0,  aaila aap train kya karhi ho 
0,  aap sundar ho lekin phone kabaad hai 
1,  akka prabhas ki sister role isteh chesthava 
0,  and  की कब कर रहे हैं 
0,  ap jo serial mey dikha rahe ho usse alag kuch aisey senece dekha hoon aur baat bhi kar rahen hain dikh nahin rahi hai may parwati hoon tum shiv ho kya main pareshaan howa
0,  apratim    khupach chan 
1,  aslil film bana k samaj me asslilta felane wali is rakhyashi k hath me apne bache kese de die ye log   tajub ho rha hai   kripaya apna bachoon k is hidimba se dur rakhe   
0,  aur up walo ko internet ki do din baad internet on hua  internetshutdown
0,  aur ye satyamoorti saamne khadi hai    
1,  barish ho rahi hai yahan par main akela bheega hoon tum ho kahan par yeh dil tanha kyun rahe hum tokdon mein kyun jiyen
1,  be like  हर साल मैं दिसंबर तो आता ही है ना। 
0,  bhi ussi ka chamcha hai
0,  gadhi hai voh 
0,  hi khub mota ho gaya ho 
1,  hi randiyon ki rani
1,  is feknaz ka muje bs ek hi dar he ki pregnant na ho jaye   wese to  chukla    ka ladla  hai to roz   protection to dete hoge but fir bhi  
0,  ji sachin ji  love jihad ka maamla hai  
1,  kangna drugs पीती थी   तक  पहले पीती हो या बाद मे crime crime होता है  बात साफ है कोई दूध का ढूंला हुआ नही  चाहे kangna हो या बाॅलीवुड durgs केे माफिया जितने भी हो jail मे डालो  अगर  बीजेपी  कांग्रेस  आम आदमी party  समाजा वादि party हिम्मत है तो  बयान बाजी छोडो 
0,  khubh khubh bhalo theko    paa 
0,  ko wish kar do    happybirthdayaamirkhan
0,  koi logic mtlb jo sirf desh chala rahe unko hi mask pahnana chahiye   aise chutiyaapo ki wajh se hi corona badh raha hai
0,  likh diya 
0,  missmalini om sunny bhambhani  lakshmi nayar…  
1,  muza bhi do drugs mam ji choti hathani
1,  phir to aapko bhi citizenship nahi milni chaiye    ma am yhe sahi rahega na 
1,  r tv ke liye ek shabd chala ja   ke chal      bh 
0,  rakhi ji  bate karna bahut asan hota hai asliyat me sare abhineta jeetne ke bad gayab ho jate hai 
0,  such mai sir ab bhi   key lagtey hai 
0,  teri burai sun nahi sakta aadat hai meri tu sirf star nahi duniya hai meri happy birthday legend yuvi 
0,  to yahi ap kar leti apne season may 
0,  अंग्रेजों के दलाल दूसरों पर संदेह करते हैं।
0,  अंधभक्त के पप्पा से जब हिंदुस्तान नही संभल रहा है तो अंधभक्त दूसरे मुल्क़ के मुसलमान के मरने पर ही खुश हो ले रहे है। इनका कुछ नही हो सकता है ये अंधभक्त बस पैदा ही गूं खाने के लिए हुए है। इसलिए टट्टी इनका पसंदीदा व्यंजन है
0,  अकाल मृत्यु वो मरे जो काम करें चंडाल का काल उसका क्या करे जो भक्त हो महाकाल का।। हर हर महादेव जय जय शिव शंभू।
1,  अग्रेज मादरजात मुगल से अच्छे थे मुगलों की मा चोद दी अंग्रेज़ो ने  बीजेपी इतने राज्यो में हारी तब तो ईवीएम ठीक काम किया रण्डी मादरजात दीमाक है या बकरी का बू   र
1,  अच्छा एक बात बताओ ब्रह्मा ने अपनी पुत्री के साथ क्या किया था शस्त्रों का सहारा भी ले सकते हो  तुम्हारा टाइम शुरू  सिर्फ जवाब भेजना  मुँह से हगना नही
1,  अच्छा तो आप प्रशान्त भईया को प्यार से  बेटू  कहती हैं और प्रशांत भईया आपको प्यार से क्या कहते हैं   बताइए 
0,  अच्छा सेट तैयार किया है फिल्म के लिए  
0,  अति सुंदर मा सरस्वती सदैव कृपा बनाए रखें बहन आप खूब तरक्की करो और विंध्य का नाम रोशन करो ।
1,  अत्याचारी पुलिस । देश में पुलिस एक रण्डी की तरह हो है। जब चाहे लगी रहती है।
1,  अदालत भी मेरी जज भी मे वकील भी मे फैसला भी मेरा मैं हूँ rndi tv से कैमरामैन  बु खा के साथ आपका rndeesh kumar बिना जात का 
1,  अनुराग कश्यप तेरे जैसे भड़वे क्या समझेंगे देश भक्ति क्या होती है।साले धर्म बदल लें अगर तुझे इतना अफसोस हो रहा है तो।
1,  अन्धभक्त ओर कुत्ती मिडिया को छोड़ देना
